
---------- Begin Simulation Statistics ----------
simSeconds                                   0.019000                       # Number of seconds simulated (Second)
simTicks                                  19000363599                       # Number of ticks simulated (Tick)
finalTick                                 19000363599                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    701.47                       # Real time elapsed on the host (Second)
hostTickRate                                 27086309                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     752144                       # Number of bytes of host memory used (Byte)
simInsts                                    218486170                       # Number of instructions simulated (Count)
simOps                                      347961072                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   311467                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     496042                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        50687738                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      181175549                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  259999                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     177932707                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 14887                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             8908169                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         15298761                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              96445                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           50496308                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              3.523678                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.551236                       # Number of insts issued each cycle (Count)
system.cpu0.lsq0.loadToUse::270-279               120      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289                35      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299                 5      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows             382      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value            1098                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total            15886590                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses               16730761                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                3455347                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                    25140                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                     3242                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  19000363599                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses               12452158                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                      463                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  19000363599                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.numTransitions           1960                       # Number of power state transitions (Count)
system.cpu0.power_state.ticksClkGated::samples          980                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::mean 923664.642857                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::stdev 11846191.081066                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::1000-5e+10          980    100.00%    100.00% # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::min_value        16779                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::max_value    304334289                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::total          980                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON  18095172249                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::CLK_GATED    905191350                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                296261                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                12609397                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                4641836                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles           512                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                 26265019                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles              6683283                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts             183491216                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                12431                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents               3230037                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                540964                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents               2088825                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands          264586439                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                  511439261                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                90134888                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                217570831                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps            250090014                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                14496416                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                      5                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing                  4                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                 11721611                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                       222600784                       # The number of ROB reads (Count)
system.cpu0.rob.writes                      364032223                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts               108230165                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                 172527373                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.tol2bus.transDist::ReadResp        132103                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::WritebackDirty       104931                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::WritebackClean         1459                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::CleanEvict        34400                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::UpgradeReq        30971                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::UpgradeResp        18474                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadExReq        40467                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadExResp        39595                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadCleanReq         1972                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadSharedReq       138023                       # Transaction distribution (Count)
system.cpu0.tol2bus.pktCount_system.cpu0.icache.mem_side_port::system.cpu0.l2.cpu_side_port         5402                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktCount_system.cpu0.dcache.mem_side_port::system.cpu0.l2.cpu_side_port       494736                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktCount::total            500138                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktSize_system.cpu0.icache.mem_side_port::system.cpu0.l2.cpu_side_port       219520                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.pktSize_system.cpu0.dcache.mem_side_port::system.cpu0.l2.cpu_side_port     17578112                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.pktSize::total           17797632                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.snoops                      63254                       # Total snoops (Count)
system.cpu0.tol2bus.snoopTraffic              1019264                       # Total snoop traffic (Byte)
system.cpu0.tol2bus.snoopFanout::samples       211433                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::mean        0.115942                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::stdev       0.320156                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::underflows            0      0.00%      0.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::0             186919     88.41%     88.41% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::1              24514     11.59%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::2                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::3                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::4                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::overflows            0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::min_value            0                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::max_value            1                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::total         211433                       # Request fanout histogram (Count)
system.cpu0.tol2bus.power_state.pwrStateResidencyTicks::UNDEFINED  19000363599                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.tol2bus.reqLayer0.occupancy     186637410                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.reqLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.respLayer0.occupancy      2113077                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.respLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.respLayer1.occupancy    169505742                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.respLayer1.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.snoopLayer0.occupancy     18870297                       # Layer occupancy (ticks) (Tick)
