
---------- Begin Simulation Statistics ----------
simSeconds                                   0.009349                       # Number of seconds simulated (Second)
simTicks                                   9348672249                       # Number of ticks simulated (Tick)
finalTick                                  9348672249                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    217.66                       # Real time elapsed on the host (Second)
hostTickRate                                 42949992                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     749160                       # Number of bytes of host memory used (Byte)
simInsts                                     54404560                       # Number of instructions simulated (Count)
simOps                                       89387233                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   249947                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     410665                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        26024646                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       67228084                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    1281                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      67089950                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                  1362                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              783385                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           771596                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                588                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           25855215                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.594832                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.554490                       # Number of insts issued each cycle (Count)
system.cpu0.lsq0.loadToUse::260-269               131      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279                 9      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289                 5      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299                 3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows              59      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value             741                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total             8051435                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses                8128140                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                4591536                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                     1401                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                   103255                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   9348672249                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                5355139                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                      297                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   9348672249                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.numTransitions             16                       # Number of power state transitions (Count)
system.cpu0.power_state.ticksClkGated::samples            8                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::mean      7234605                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::stdev 9904570.009118                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::1000-5e+10            8    100.00%    100.00% # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::min_value        31773                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::max_value     25496583                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::total            8                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON   9290795409                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::CLK_GATED     57876840                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                 27458                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                 5288122                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                 231379                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles           959                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                 10595901                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles              9711396                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts              67497538                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                 2308                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                 48052                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                  1523                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents               9601941                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands          107016426                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                  201797139                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                63567957                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                 42138581                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps            105417000                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                 1599417                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                     55                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing                 58                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                  1288233                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                        88446511                       # The number of ROB reads (Count)
system.cpu0.rob.writes                      134512707                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                39456566                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                  66445974                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.tol2bus.transDist::ReadResp         52356                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::WritebackDirty       115161                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::WritebackClean          902                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::CleanEvict        17330                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::UpgradeReq         4046                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::UpgradeResp           94                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadExReq        62571                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadExResp        58444                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadCleanReq         1414                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadSharedReq        69773                       # Transaction distribution (Count)
system.cpu0.tol2bus.pktCount_system.cpu0.icache.mem_side_port::system.cpu0.l2.cpu_side_port         3729                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktCount_system.cpu0.dcache.mem_side_port::system.cpu0.l2.cpu_side_port       327004                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktCount::total            330733                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktSize_system.cpu0.icache.mem_side_port::system.cpu0.l2.cpu_side_port       148160                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.pktSize_system.cpu0.dcache.mem_side_port::system.cpu0.l2.cpu_side_port     12890944                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.pktSize::total           13039104                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.snoops                      51504                       # Total snoops (Count)
system.cpu0.tol2bus.snoopTraffic              1487808                       # Total snoop traffic (Byte)
system.cpu0.tol2bus.snoopFanout::samples       162105                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::mean        0.005577                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::stdev       0.074469                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::underflows            0      0.00%      0.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::0             161201     99.44%     99.44% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::1                904      0.56%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::2                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::3                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::4                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::overflows            0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::min_value            0                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::max_value            1                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::total         162105                       # Request fanout histogram (Count)
system.cpu0.tol2bus.power_state.pwrStateResidencyTicks::UNDEFINED   9348672249                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.tol2bus.reqLayer0.occupancy     144839898                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.reqLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.respLayer0.occupancy      1515462                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.respLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.respLayer1.occupancy    117048162                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.respLayer1.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.snoopLayer0.occupancy       137802                       # Layer occupancy (ticks) (Tick)
