
---------- Begin Simulation Statistics ----------
simSeconds                                   0.014283                       # Number of seconds simulated (Second)
simTicks                                  14282589678                       # Number of ticks simulated (Tick)
finalTick                                 14282589678                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    396.83                       # Real time elapsed on the host (Second)
hostTickRate                                 35991273                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     701868                       # Number of bytes of host memory used (Byte)
simInsts                                    179396371                       # Number of instructions simulated (Count)
simOps                                      179461544                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   452068                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     452232                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        37981886                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       91298005                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  192378                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      90548056                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 22549                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2597080                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1931706                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              14077                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           37842834                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.392740                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.035341                       # Number of insts issued each cycle (Count)
system.cpu0.mmu.itb.readAccesses                    0                       # read accesses (Count)
system.cpu0.mmu.itb.writeHits                       0                       # write hits (Count)
system.cpu0.mmu.itb.writeMisses                     0                       # write misses (Count)
system.cpu0.mmu.itb.writeAccesses                   0                       # write accesses (Count)
system.cpu0.mmu.itb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu0.mmu.itb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu0.mmu.itb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.numTransitions           1782                       # Number of power state transitions (Count)
system.cpu0.power_state.ticksClkGated::samples          891                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::mean 811868.484848                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::stdev 9180563.295909                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::1000-5e+10          891    100.00%    100.00% # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::min_value         5712                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::max_value    219666384                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.ticksClkGated::total          891                       # Distribution of time spent in the clock gated state (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON  13559214858                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::CLK_GATED    723374820                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                187273                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                 7475066                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                2938346                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles       3999789                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                 13563461                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles              9678899                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts              92508495                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                52693                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents               8008749                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                633262                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents                564705                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands           80478248                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                  148057177                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                50031711                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                 97346300                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps             77517282                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                 2960966                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                  86740                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing              87513                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                 20112693                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                       122846337                       # The number of ROB reads (Count)
system.cpu0.rob.writes                      183416249                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                88859589                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                  88893302                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.tol2bus.transDist::ReadResp        134682                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::WritebackDirty       104615                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::WritebackClean          872                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::CleanEvict        34489                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::UpgradeReq        25512                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::SCUpgradeReq         9470                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::UpgradeResp        21465                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::SCUpgradeFailReq           47                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::UpgradeFailResp          101                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadExReq        33457                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadExResp        32583                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadCleanReq         1385                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::ReadSharedReq       141550                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::InvalidateReq          758                       # Transaction distribution (Count)
system.cpu0.tol2bus.transDist::InvalidateResp          692                       # Transaction distribution (Count)
system.cpu0.tol2bus.pktCount_system.cpu0.icache.mem_side_port::system.cpu0.l2.cpu_side_port         3641                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktCount_system.cpu0.dcache.mem_side_port::system.cpu0.l2.cpu_side_port       494911                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktCount::total            498552                       # Packet count per connected requestor and responder (Count)
system.cpu0.tol2bus.pktSize_system.cpu0.icache.mem_side_port::system.cpu0.l2.cpu_side_port       144384                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.pktSize_system.cpu0.dcache.mem_side_port::system.cpu0.l2.cpu_side_port     17318208                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.pktSize::total           17462592                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.tol2bus.snoops                      63597                       # Total snoops (Count)
system.cpu0.tol2bus.snoopTraffic               940608                       # Total snoop traffic (Byte)
system.cpu0.tol2bus.snoopFanout::samples       212179                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::mean        0.116633                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::stdev       0.320983                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::underflows            0      0.00%      0.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::0             187432     88.34%     88.34% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::1              24747     11.66%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::2                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::3                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::4                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::overflows            0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::min_value            0                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::max_value            1                       # Request fanout histogram (Count)
system.cpu0.tol2bus.snoopFanout::total         212179                       # Request fanout histogram (Count)
system.cpu0.tol2bus.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.tol2bus.reqLayer0.occupancy     185894543                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.reqLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.respLayer0.occupancy      1482620                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.respLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.respLayer1.occupancy    167874966                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.respLayer1.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.snoopLayer0.occupancy     18042817                       # Layer occupancy (ticks) (Tick)
system.cpu0.tol2bus.snoopLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.tol2bus.snoop_filter.totRequests       309029                       # Total number of requests made to the snoop filter. (Count)
system.cpu0.tol2bus.snoop_filter.hitSingleRequests       157485                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpu0.tol2bus.snoop_filter.hitMultiRequests            1                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.cpu0.tol2bus.snoop_filter.totSnoops        24745                       # Total number of snoops made to the snoop filter. (Count)
system.cpu0.tol2bus.snoop_filter.hitSingleSnoops        24745                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpu0.tol2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.cpu0.workload.numSyscalls                 2406                       # Number of system calls (Count)
system.cpu1.numCycles                        37853806                       # Number of cpu cycles simulated (Cycle)
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                       93295624                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                  178878                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                      92383146                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued                 22995                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined             2906260                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
